Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location
20,175,414,1118846996400,29.467,489.498,6451451.235,1873013.6,17.5,5.9,2,43.8,-3.48,3,NA,NA,NA,NA,NA,NA,9,47,140.3,3.2,us-101
20,176,414,1118846996500,29.574,493.821,6451454.478,1873010.48,17.5,5.9,2,43.8,3.39,3,NA,NA,NA,NA,NA,NA,9,47,140.36,3.2,us-101
20,177,414,1118846996600,29.737,498.184,6451457.721,1873007.361,17.5,5.9,2,44.19,7.14,3,NA,NA,NA,NA,NA,NA,9,47,140.41,3.18,us-101
20,178,414,1118846996700,29.901,502.656,6451460.964,1873004.241,17.5,5.9,2,44.73,3.82,3,NA,NA,NA,NA,NA,NA,9,47,140.42,3.14,us-101
20,179,414,1118846996800,30.065,507.179,6451464.207,1873001.121,17.5,5.9,2,44.97,0,3,NA,NA,NA,NA,NA,NA,9,47,140.41,3.12,us-101
20,180,414,1118846996900,30.229,511.676,6451467.45,1872998.001,17.5,5.9,2,44.97,0,3,NA,NA,NA,NA,NA,NA,9,47,140.41,3.12,us-101
20,181,414,1118846997000,30.392,516.173,6451470.693,1872994.882,17.5,5.9,2,44.97,0,3,NA,NA,NA,NA,NA,NA,9,47,140.42,3.12,us-101
20,182,414,1118846997100,30.555,520.67,6451473.936,1872991.762,17.5,5.9,2,44.97,0,3,NA,NA,NA,NA,NA,NA,9,47,140.42,3.12,us-101
20,183,414,1118846997200,30.719,525.167,6451477.179,1872988.642,17.5,5.9,2,44.97,0,3,NA,NA,NA,NA,NA,NA,9,47,140.42,3.12,us-101
20,184,414,1118846997300,30.882,529.664,6451480.422,1872985.523,17.5,5.9,2,44.97,0,3,NA,NA,NA,NA,NA,NA,9,47,140.43,3.12,us-101
20,185,414,1118846997400,31.046,534.162,6451483.665,1872982.403,17.5,5.9,2,44.96,-0.22,3,NA,NA,NA,NA,NA,NA,9,47,140.43,3.12,us-101
20,186,414,1118846997500,31.21,538.655,6451486.908,1872979.283,17.5,5.9,2,44.95,-0.02,3,NA,NA,NA,NA,NA,NA,9,47,140.43,3.12,us-101
20,187,414,1118846997600,31.374,543.138,6451490.151,1872976.163,17.5,5.9,2,45.06,1.85,3,NA,NA,NA,NA,NA,NA,9,47,140.45,3.12,us-101
20,188,414,1118846997700,31.542,547.63,6451493.372,1872973.057,17.5,5.9,2,45.45,5.59,3,NA,NA,NA,NA,NA,NA,9,47,140.46,3.09,us-101
20,189,414,1118846997800,31.665,552.179,6451496.675,1872969.938,17.5,5.9,2,46.17,9.2,3,NA,NA,NA,NA,NA,NA,9,47,140.41,3.04,us-101
20,190,414,1118846997900,31.783,556.838,6451500.062,1872966.75,17.5,5.9,2,47.07,9.57,3,NA,NA,NA,NA,NA,NA,9,47,140.25,2.98,us-101
20,191,414,1118846998000,31.936,561.615,6451503.532,1872963.442,17.5,5.9,2,47.82,6.03,3,NA,NA,NA,NA,NA,NA,9,47,139.97,2.93,us-101
20,192,414,1118846998100,32.036,566.456,6451507.087,1872960.128,17.5,5.9,2,48.21,1.61,3,NA,NA,NA,NA,NA,NA,9,47,139.63,2.9,us-101
20,193,414,1118846998200,31.984,571.296,6451510.738,1872956.933,17.5,5.9,2,48.36,0.36,3,NA,NA,NA,NA,NA,NA,9,47,139.29,2.88,us-101
20,194,414,1118846998300,31.898,576.121,6451514.372,1872953.798,17.5,5.9,2,48.54,2.73,3,NA,NA,NA,NA,NA,NA,9,47,138.97,2.86,us-101
20,195,414,1118846998400,31.847,580.972,6451518.007,1872950.616,17.5,5.9,2,48.91,5.17,3,NA,NA,NA,NA,NA,NA,9,47,138.62,2.83,us-101
20,196,414,1118846998500,31.852,585.888,6451521.682,1872947.323,17.5,5.9,2,49.38,4.93,3,NA,NA,NA,NA,NA,NA,9,47,138.2,2.8,us-101
20,197,414,1118846998600,31.854,590.865,6451525.399,1872943.996,17.5,5.9,2,49.76,2.68,3,NA,NA,NA,NA,NA,NA,9,47,137.72,2.77,us-101
20,198,414,1118846998700,31.778,595.868,6451529.175,1872940.721,17.5,5.9,2,49.95,0.8,3,NA,NA,NA,NA,NA,NA,9,47,137.22,2.75,us-101
20,199,414,1118846998800,31.691,600.872,6451532.963,1872937.45,17.5,5.9,2,50,0.08,3,NA,NA,NA,NA,NA,NA,9,47,136.72,2.73,us-101
20,200,414,1118846998900,31.613,605.874,6451536.741,1872934.175,17.5,5.9,2,50,-0.08,3,NA,NA,NA,NA,NA,NA,9,47,136.21,2.72,us-101
20,201,414,1118846999000,31.536,610.873,6451540.519,1872930.9,17.5,5.9,2,50,-0.05,3,NA,NA,NA,NA,NA,NA,9,47,135.72,2.71,us-101
20,202,414,1118846999100,31.459,615.872,6451544.297,1872927.625,17.5,5.9,2,49.99,0,3,NA,NA,NA,NA,NA,NA,9,47,135.22,2.7,us-101
20,203,414,1118846999200,31.381,620.888,6451548.075,1872924.35,17.5,5.9,2,49.84,-2.46,3,NA,NA,NA,NA,NA,NA,9,47,134.7,2.7,us-101
20,204,414,1118846999300,31.303,625.872,6451551.854,1872921.075,17.5,5.9,2,49.48,-4.64,3,NA,NA,NA,NA,NA,NA,9,47,134.22,2.71,us-101
20,205,414,1118846999400,31.226,630.784,6451555.632,1872917.8,17.5,5.9,2,49.23,-2.23,3,NA,NA,NA,NA,NA,NA,9,47,133.8,2.72,us-101
20,206,414,1118846999500,31.174,635.671,6451559.41,1872914.525,17.5,5.9,2,49.23,2.23,3,NA,NA,NA,NA,NA,NA,9,47,133.42,2.71,us-101
20,207,414,1118846999600,31.143,640.583,6451563.188,1872911.25,17.5,5.9,2,49.49,4.65,3,NA,NA,NA,NA,NA,NA,9,47,133,2.69,us-101
20,208,414,1118846999700,31.111,645.567,6451566.966,1872907.975,17.5,5.9,2,49.84,2.48,3,NA,NA,NA,NA,NA,NA,9,47,132.51,2.66,us-101
20,209,414,1118846999800,31.08,650.583,6451570.744,1872904.7,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,47,132,2.64,us-101
20,210,414,1118846999900,31.048,655.583,6451574.522,1872901.425,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,47,131.56,2.63,us-101
20,211,414,1118847000000,31.017,660.583,6451578.3,1872898.15,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,47,131.23,2.62,us-101
20,212,414,1118847000100,30.985,665.583,6451582.078,1872894.875,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,47,131.03,2.62,us-101
20,213,414,1118847000200,30.953,670.583,6451585.857,1872891.6,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,47,130.94,2.62,us-101
20,214,414,1118847000300,30.922,675.583,6451589.635,1872888.325,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,47,130.89,2.62,us-101
20,215,414,1118847000400,30.891,680.583,6451593.413,1872885.049,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,47,130.85,2.62,us-101
20,216,414,1118847000500,30.86,685.583,6451597.191,1872881.774,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,47,130.8,2.62,us-101
20,217,414,1118847000600,30.828,690.583,6451600.969,1872878.499,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,47,130.71,2.61,us-101
20,218,414,1118847000700,30.797,695.583,6451604.747,1872875.224,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,47,130.52,2.61,us-101
20,219,414,1118847000800,30.765,700.583,6451608.525,1872871.949,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,47,130.23,2.6,us-101
20,220,414,1118847000900,30.734,705.583,6451612.303,1872868.674,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,47,129.88,2.6,us-101
20,221,414,1118847001000,30.702,710.583,6451616.082,1872865.399,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,47,129.52,2.59,us-101
20,222,414,1118847001100,30.67,715.583,6451619.86,1872862.124,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,47,129.18,2.58,us-101
20,223,414,1118847001200,30.639,720.583,6451623.638,1872858.849,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,47,128.89,2.58,us-101
20,224,414,1118847001300,30.607,725.583,6451627.416,1872855.574,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,47,128.67,2.57,us-101
20,225,414,1118847001400,30.576,730.582,6451631.194,1872852.299,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,47,128.51,2.57,us-101
20,226,414,1118847001500,30.545,735.582,6451634.972,1872849.024,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,47,128.37,2.57,us-101
20,227,414,1118847001600,30.513,740.582,6451638.75,1872845.749,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,47,128.24,2.56,us-101
20,228,414,1118847001700,30.482,745.582,6451642.528,1872842.474,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,47,128.06,2.56,us-101
20,229,414,1118847001800,30.45,750.582,6451646.306,1872839.199,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,47,127.82,2.56,us-101
20,230,414,1118847001900,30.418,755.582,6451650.085,1872835.924,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,47,127.57,2.55,us-101
20,231,414,1118847002000,30.387,760.582,6451653.863,1872832.649,17.5,5.9,2,50,-0.02,3,NA,NA,NA,NA,NA,NA,9,47,127.36,2.55,us-101
20,232,414,1118847002100,30.355,765.583,6451657.641,1872829.374,17.5,5.9,2,49.99,-0.21,3,NA,NA,NA,NA,NA,NA,9,47,127.24,2.55,us-101
20,233,414,1118847002200,30.324,770.578,6451661.419,1872826.099,17.5,5.9,2,49.99,0.17,3,NA,NA,NA,NA,NA,NA,9,47,127.17,2.54,us-101
20,234,414,1118847002300,30.292,775.566,6451665.197,1872822.824,17.5,5.9,2,50.12,1.98,3,NA,NA,NA,NA,NA,NA,9,47,127.05,2.53,us-101
20,235,414,1118847002400,30.263,780.569,6451668.957,1872819.562,17.5,5.9,2,50.47,4.96,3,NA,NA,NA,NA,NA,NA,9,47,126.8,2.51,us-101
20,236,414,1118847002500,30.2,785.621,6451672.776,1872816.287,17.5,5.9,2,51.1,7.87,3,NA,NA,NA,NA,NA,NA,9,47,126.42,2.47,us-101
20,237,414,1118847002600,30.134,790.763,6451676.674,1872812.946,17.5,5.9,2,51.91,8.79,3,NA,NA,NA,NA,NA,NA,9,47,125.96,2.43,us-101
20,238,414,1118847002700,30.096,796.008,6451680.638,1872809.509,17.5,5.9,2,52.69,7.17,3,NA,NA,NA,NA,NA,NA,9,47,125.45,2.38,us-101
20,239,414,1118847002800,30.045,801.335,6451684.68,1872806.022,17.5,5.9,2,53.23,3.79,3,NA,NA,NA,NA,NA,NA,9,47,124.89,2.35,us-101
20,240,414,1118847002900,29.932,806.705,6451688.786,1872802.56,17.5,5.9,2,53.4,-0.34,3,NA,NA,NA,NA,NA,NA,9,47,124.28,2.33,us-101
20,241,414,1118847003000,29.814,812.069,6451692.89,1872799.107,17.5,5.9,2,53.18,-4.17,3,NA,NA,NA,NA,NA,NA,9,47,123.66,2.33,us-101
20,242,414,1118847003100,29.725,817.389,6451696.946,1872795.657,17.5,5.9,2,52.61,-7.39,3,NA,NA,NA,NA,NA,NA,9,47,123.03,2.34,us-101
20,243,414,1118847003200,29.65,822.625,6451700.93,1872792.253,17.5,5.9,2,51.8,-9.15,3,NA,NA,NA,NA,NA,NA,9,47,122.46,2.36,us-101
20,244,414,1118847003300,29.545,827.753,6451704.855,1872788.94,17.5,5.9,2,50.96,-8.14,3,NA,NA,NA,NA,NA,NA,9,47,122.05,2.39,us-101
20,245,414,1118847003400,29.421,832.784,6451708.706,1872785.718,17.5,5.9,2,50.36,-4.31,3,NA,NA,NA,NA,NA,NA,9,47,121.85,2.42,us-101
20,246,414,1118847003500,29.268,837.773,6451712.54,1872782.548,17.5,5.9,2,50.11,-0.47,3,NA,NA,NA,NA,NA,NA,9,47,121.81,2.43,us-101
20,247,414,1118847003600,29.236,842.778,6451716.308,1872779.276,17.5,5.9,2,50.01,-0.34,3,NA,NA,NA,NA,NA,NA,9,47,121.8,2.44,us-101
20,248,414,1118847003700,29.331,847.801,6451720.043,1872775.865,17.5,5.9,2,49.76,-4.12,3,NA,NA,NA,NA,NA,NA,9,47,121.77,2.45,us-101
20,249,414,1118847003800,29.431,852.786,6451723.727,1872772.49,17.5,5.9,2,49.16,-8.39,3,NA,NA,NA,NA,NA,NA,9,47,121.72,2.48,us-101
20,250,414,1118847003900,29.482,857.671,6451727.356,1872769.231,17.5,5.9,2,48.3,-9.64,3,NA,NA,NA,NA,NA,NA,9,47,121.74,2.52,us-101
20,251,414,1118847004000,29.438,862.445,6451730.962,1872766.117,17.5,5.9,2,47.4,-8.39,3,NA,NA,NA,NA,NA,NA,9,47,121.87,2.57,us-101
20,252,414,1118847004100,29.399,867.136,6451734.5,1872763.056,17.5,5.9,2,46.6,-7.35,3,NA,NA,NA,NA,NA,NA,9,47,122.09,2.62,us-101
20,253,414,1118847004200,29.419,871.75,6451737.973,1872759.975,17.5,5.9,2,45.93,-6.19,3,NA,NA,NA,NA,NA,NA,9,47,122.42,2.67,us-101
20,254,414,1118847004300,29.414,876.302,6451741.39,1872756.976,17.5,5.9,2,45.42,-4.48,3,NA,NA,NA,NA,NA,NA,9,47,122.85,2.7,us-101
20,255,414,1118847004400,29.424,880.813,6451744.74,1872754.015,17.5,5.9,2,45,-3.31,3,NA,NA,NA,NA,NA,NA,9,47,123.34,2.74,us-101
20,256,414,1118847004500,29.443,885.286,6451748.126,1872751.012,17.5,5.9,2,44.73,-2.04,3,NA,NA,NA,NA,NA,NA,9,47,123.87,2.77,us-101
20,257,414,1118847004600,29.45,889.728,6451751.462,1872748.068,17.5,5.9,2,44.75,1.39,3,NA,NA,NA,NA,NA,NA,9,47,124.44,2.78,us-101
20,258,414,1118847004700,29.401,894.171,6451754.793,1872745.202,17.5,5.9,2,45.22,7.62,3,NA,NA,NA,NA,NA,NA,9,47,124.99,2.76,us-101
20,259,414,1118847004800,29.303,898.708,6451758.254,1872742.288,17.5,5.9,2,46.13,11.2,3,NA,NA,NA,NA,NA,NA,9,47,125.46,2.72,us-101
20,260,414,1118847004900,29.261,903.375,6451761.799,1872739.226,17.5,5.9,2,47.21,10.86,3,NA,NA,NA,NA,NA,NA,9,47,125.79,2.66,us-101
20,261,414,1118847005000,29.266,908.171,6451765.435,1872736.021,17.5,5.9,2,48.16,7.8,3,NA,NA,NA,NA,NA,NA,9,47,125.99,2.62,us-101
20,262,414,1118847005100,29.271,913.047,6451769.197,1872732.743,17.5,5.9,2,48.82,5.04,3,NA,NA,NA,NA,NA,NA,9,47,126.12,2.58,us-101
20,263,414,1118847005200,29.262,917.967,6451772.939,1872729.502,17.5,5.9,2,49.21,3.06,3,NA,NA,NA,NA,NA,NA,9,47,126.2,2.56,us-101
20,264,414,1118847005300,29.253,922.917,6451776.681,1872726.261,17.5,5.9,2,49.42,1,3,NA,NA,NA,NA,NA,NA,9,47,126.25,2.55,us-101
20,265,414,1118847005400,29.244,927.874,6451780.423,1872723.02,17.5,5.9,2,49.47,-0.24,3,NA,NA,NA,NA,NA,NA,9,47,126.29,2.55,us-101
20,266,414,1118847005500,29.236,932.813,6451784.164,1872719.779,17.5,5.9,2,49.52,0.86,3,NA,NA,NA,NA,NA,NA,9,47,126.35,2.55,us-101
20,267,414,1118847005600,29.223,937.752,6451787.895,1872716.552,17.5,5.9,2,49.76,3.58,3,NA,NA,NA,NA,NA,NA,9,47,126.41,2.54,us-101
20,268,414,1118847005700,29.209,942.725,6451791.645,1872713.311,17.5,5.9,2,50.27,6.79,3,NA,NA,NA,NA,NA,NA,9,47,126.44,2.52,us-101
20,269,414,1118847005800,29.205,947.775,6451795.462,1872709.999,17.5,5.9,2,51,8.3,3,NA,NA,NA,NA,NA,NA,9,47,126.39,2.48,us-101
20,270,414,1118847005900,29.244,952.925,6451799.321,1872706.593,17.5,5.9,2,51.73,6.84,3,NA,NA,NA,NA,NA,NA,9,47,126.24,2.44,us-101
20,271,414,1118847006000,29.293,958.153,6451803.246,1872703.116,17.5,5.9,2,52.25,3.68,3,NA,NA,NA,NA,NA,NA,9,47,126.01,2.41,us-101
20,272,414,1118847006100,29.339,963.418,6451807.191,1872699.625,17.5,5.9,2,52.48,0.58,3,NA,NA,NA,NA,NA,NA,9,47,125.75,2.4,us-101
20,273,414,1118847006200,29.384,968.684,6451811.129,1872696.142,17.5,5.9,2,52.43,-1.64,3,NA,NA,NA,NA,NA,NA,9,47,125.48,2.39,us-101
20,274,414,1118847006300,29.425,973.929,6451815.064,1872692.667,17.5,5.9,2,52.2,-3.02,3,NA,NA,NA,NA,NA,NA,9,40,125.23,2.4,us-101
20,275,414,1118847006400,29.463,979.138,6451818.973,1872689.219,17.5,5.9,2,51.88,-3.56,3,NA,NA,NA,NA,NA,NA,9,40,125.02,2.41,us-101
20,276,414,1118847006500,29.503,984.302,6451822.845,1872685.801,17.5,5.9,2,51.59,-2.6,3,NA,NA,NA,NA,NA,NA,9,40,124.86,2.42,us-101
20,277,414,1118847006600,29.538,989.438,6451826.691,1872682.411,17.5,5.9,2,51.42,-0.89,3,NA,NA,NA,NA,NA,NA,9,40,124.72,2.43,us-101
20,278,414,1118847006700,29.566,994.568,6451830.536,1872679.031,17.5,5.9,2,51.35,0,3,NA,NA,NA,NA,NA,NA,9,40,124.59,2.43,us-101
20,279,414,1118847006800,29.581,999.703,6451834.394,1872675.654,17.5,5.9,2,51.34,-0.13,3,NA,NA,NA,NA,NA,NA,9,40,124.46,2.42,us-101
20,280,414,1118847006900,29.588,1004.839,6451838.255,1872672.281,17.5,5.9,2,51.32,-0.45,3,NA,NA,NA,NA,NA,NA,9,40,124.32,2.42,us-101
20,281,414,1118847007000,29.598,1009.968,6451842.114,1872668.906,17.5,5.9,2,51.29,-0.28,3,NA,NA,NA,NA,NA,NA,9,40,124.19,2.42,us-101
20,282,414,1118847007100,29.607,1015.093,6451845.974,1872665.531,17.5,5.9,2,51.27,0.06,3,NA,NA,NA,NA,NA,NA,9,40,124.07,2.42,us-101
20,283,414,1118847007200,29.617,1020.22,6451849.833,1872662.156,17.5,5.9,2,51.28,0.12,3,NA,NA,NA,NA,NA,NA,9,40,123.94,2.42,us-101
20,284,414,1118847007300,29.627,1025.351,6451853.692,1872658.781,17.5,5.9,2,51.27,-0.25,3,NA,NA,NA,NA,NA,NA,9,40,123.81,2.41,us-101
20,285,414,1118847007400,29.637,1030.485,6451857.557,1872655.401,17.5,5.9,2,51.17,-1.44,3,NA,NA,NA,NA,NA,NA,9,40,123.68,2.42,us-101
20,286,414,1118847007500,29.646,1035.605,6451861.417,1872652.026,17.5,5.9,2,50.95,-2.98,3,NA,NA,NA,NA,NA,NA,9,40,123.58,2.43,us-101
20,287,414,1118847007600,29.656,1040.691,6451865.248,1872648.676,17.5,5.9,2,50.64,-3.7,3,NA,NA,NA,NA,NA,NA,9,40,123.53,2.44,us-101
20,288,414,1118847007700,29.664,1045.732,6451869.041,1872645.361,17.5,5.9,2,50.32,-2.97,3,NA,NA,NA,NA,NA,NA,9,40,123.52,2.45,us-101
20,289,414,1118847007800,29.671,1050.739,6451872.807,1872642.071,17.5,5.9,2,50.1,-1.44,3,NA,NA,NA,NA,NA,NA,9,40,123.52,2.47,us-101
20,290,414,1118847007900,29.679,1055.733,6451876.566,1872638.786,17.5,5.9,2,50,-0.28,3,NA,NA,NA,NA,NA,NA,9,40,123.52,2.47,us-101
20,291,414,1118847008000,29.687,1060.728,6451880.331,1872635.496,17.5,5.9,2,49.99,0.12,3,NA,NA,NA,NA,NA,NA,9,40,123.53,2.47,us-101
20,292,414,1118847008100,29.694,1065.728,6451884.096,1872632.206,17.5,5.9,2,49.99,-0.03,3,NA,NA,NA,NA,NA,NA,9,40,123.53,2.47,us-101
20,293,414,1118847008200,29.702,1070.728,6451887.861,1872628.916,17.5,5.9,2,49.98,-0.19,3,NA,NA,NA,NA,NA,NA,9,40,123.53,2.47,us-101
20,294,414,1118847008300,29.71,1075.721,6451891.626,1872625.625,17.5,5.9,2,50,0.42,3,NA,NA,NA,NA,NA,NA,9,40,123.53,2.47,us-101
20,295,414,1118847008400,29.715,1080.712,6451895.384,1872622.345,17.5,5.9,2,50.15,2.27,3,NA,NA,NA,NA,NA,NA,9,40,123.54,2.46,us-101
20,296,414,1118847008500,29.723,1085.722,6451899.149,1872619.055,17.5,5.9,2,50.5,4.67,3,NA,NA,NA,NA,NA,NA,9,40,123.53,2.45,us-101
20,297,414,1118847008600,29.746,1090.787,6451902.949,1872615.714,17.5,5.9,2,51,5.83,3,NA,NA,NA,NA,NA,NA,9,40,123.46,2.42,us-101
20,298,414,1118847008700,29.788,1095.924,6451906.797,1872612.306,17.5,5.9,2,51.49,4.41,3,NA,NA,NA,NA,NA,NA,9,40,123.3,2.39,us-101
20,299,414,1118847008800,29.846,1101.109,6451910.68,1872608.847,17.5,5.9,2,51.81,2.13,3,NA,NA,NA,NA,NA,NA,9,40,123.11,2.38,us-101
20,300,414,1118847008900,29.908,1106.301,6451914.569,1872605.377,17.5,5.9,2,52.08,2.28,3,NA,NA,NA,NA,NA,NA,9,40,123.03,2.36,us-101
20,301,414,1118847009000,29.95,1111.51,6451918.438,1872601.95,17.5,5.9,2,52.41,4.24,3,NA,NA,NA,NA,NA,NA,9,40,123.07,2.35,us-101
20,302,414,1118847009100,30.026,1116.775,6451922.341,1872598.45,17.5,5.9,2,52.75,3.61,3,NA,NA,NA,NA,NA,NA,9,40,123.19,2.34,us-101
20,303,414,1118847009200,30.163,1122.1,6451926.295,1872594.824,17.5,5.9,2,52.79,-1.75,3,NA,NA,NA,NA,NA,NA,9,40,123.4,2.34,us-101
20,304,414,1118847009300,30.321,1127.415,6451930.216,1872591.198,17.5,5.9,2,52.32,-8.36,3,NA,NA,NA,NA,NA,NA,9,40,123.73,2.36,us-101
20,305,414,1118847009400,30.415,1132.622,6451934.075,1872587.712,17.5,5.9,2,51.44,-10.39,3,NA,NA,NA,NA,NA,NA,9,40,124.17,2.41,us-101
20,306,414,1118847009500,30.433,1137.694,6451937.885,1872584.369,17.5,5.9,2,50.61,-7.06,3,NA,NA,NA,NA,NA,NA,9,40,124.7,2.46,us-101
20,307,414,1118847009600,30.423,1142.689,6451941.629,1872581.121,17.5,5.9,2,50.11,-2.51,3,NA,NA,NA,NA,NA,NA,9,40,125.24,2.5,us-101
20,308,414,1118847009700,30.43,1147.663,6451945.394,1872577.831,17.5,5.9,2,50.01,0.88,3,NA,NA,NA,NA,NA,NA,9,40,125.78,2.52,us-101
20,309,414,1118847009800,30.438,1152.661,6451949.159,1872574.541,17.5,5.9,2,50.13,1.81,3,NA,NA,NA,NA,NA,NA,9,40,126.27,2.52,us-101
20,310,414,1118847009900,30.446,1157.691,6451952.924,1872571.251,17.5,5.9,2,50.24,0.69,3,NA,NA,NA,NA,NA,NA,9,40,126.74,2.52,us-101
20,311,414,1118847010000,30.453,1162.725,6451956.689,1872567.961,17.5,5.9,2,50.24,-0.69,3,NA,NA,NA,NA,NA,NA,9,40,127.2,2.53,us-101
20,312,414,1118847010100,30.446,1167.752,6451960.454,1872564.671,17.5,5.9,2,50.16,-1.43,3,NA,NA,NA,NA,NA,NA,9,40,127.68,2.55,us-101
20,313,414,1118847010200,30.439,1172.757,6451964.219,1872561.381,17.5,5.9,2,50.05,-0.76,3,NA,NA,NA,NA,NA,NA,9,40,128.17,2.56,us-101
20,314,414,1118847010300,30.432,1177.752,6451967.984,1872558.091,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,40,128.64,2.57,us-101
20,315,414,1118847010400,30.426,1182.752,6451971.749,1872554.801,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,40,129.1,2.58,us-101
20,316,414,1118847010500,30.419,1187.752,6451975.514,1872551.511,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,40,129.57,2.59,us-101
20,317,414,1118847010600,30.413,1192.752,6451979.279,1872548.22,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,40,130.06,2.6,us-101
20,318,414,1118847010700,30.406,1197.752,6451983.044,1872544.93,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,40,130.57,2.61,us-101
20,319,414,1118847010800,30.399,1202.752,6451986.809,1872541.64,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,40,131.07,2.62,us-101
20,320,414,1118847010900,30.392,1207.752,6451990.574,1872538.35,17.5,5.9,2,50,0,3,NA,NA,NA,NA,NA,NA,9,40,131.57,2.63,us-101
20,321,414,1118847011000,30.386,1212.754,6451994.339,1872535.06,17.5,5.9,2,49.98,-0.26,3,NA,NA,NA,NA,NA,NA,9,40,132.07,2.64,us-101
20,322,414,1118847011100,30.379,1217.749,6451998.104,1872531.77,17.5,5.9,2,49.97,-0.07,3,NA,NA,NA,NA,NA,NA,9,40,132.57,2.65,us-101
20,323,414,1118847011200,30.371,1222.732,6452001.87,1872528.48,17.5,5.9,2,50.11,2.24,3,NA,NA,NA,NA,NA,NA,9,40,133.09,2.66,us-101
20,324,414,1118847011300,30.365,1227.725,6452005.611,1872525.211,17.5,5.9,2,50.58,6.74,3,NA,NA,NA,NA,NA,NA,9,40,133.6,2.64,us-101
20,325,414,1118847011400,30.312,1232.788,6452009.445,1872521.922,17.5,5.9,2,51.47,11.2,3,NA,NA,NA,NA,NA,NA,9,40,134.03,2.6,us-101
20,326,414,1118847011500,30.285,1237.999,6452013.368,1872518.52,17.5,5.9,2,52.68,11.2,3,NA,NA,NA,NA,NA,NA,9,40,134.32,2.55,us-101
20,327,414,1118847011600,30.3,1243.325,6452017.377,1872514.987,17.5,5.9,2,53.91,11.2,3,NA,NA,NA,NA,NA,NA,9,40,134.49,2.49,us-101
20,328,414,1118847011700,30.34,1248.801,6452021.475,1872511.343,17.5,5.9,2,54.8,6.66,3,NA,NA,NA,NA,NA,NA,9,40,134.5,2.45,us-101
20,329,414,1118847011800,30.331,1254.36,6452025.67,1872507.679,17.5,5.9,2,55.1,-0.33,3,NA,NA,NA,NA,NA,NA,9,40,134.44,2.44,us-101
20,330,414,1118847011900,30.325,1259.914,6452029.859,1872504.017,17.5,5.9,2,54.75,-6.99,3,NA,NA,NA,NA,NA,NA,9,40,134.44,2.46,us-101
20,331,414,1118847012000,30.37,1265.378,6452033.944,1872500.378,17.5,5.9,2,53.93,-10.24,3,NA,NA,NA,NA,NA,NA,9,40,134.66,2.5,us-101
20,332,414,1118847012100,30.363,1270.708,6452037.961,1872496.867,17.5,5.9,2,53.07,-8.08,3,NA,NA,NA,NA,NA,NA,9,40,135.1,2.55,us-101
20,333,414,1118847012200,30.319,1275.937,6452041.902,1872493.473,17.5,5.9,2,52.58,-2.1,3,NA,NA,NA,NA,NA,NA,9,40,135.64,2.58,us-101
20,334,414,1118847012300,30.305,1281.147,6452045.816,1872490.062,17.5,5.9,2,52.61,3.28,3,NA,NA,NA,NA,NA,NA,9,40,136.16,2.59,us-101
20,335,414,1118847012400,30.318,1286.414,6452049.776,1872486.575,17.5,5.9,2,52.94,4.36,3,NA,NA,NA,NA,NA,NA,9,40,136.68,2.58,us-101
